Kmalloc Time (s),Latency (µs),Bytes
36714.440619,425691.9999970705,32.0
36714.53465,331846.0000009509,32.0
36714.727312,142409.0000000433,48.0
36714.432021,437702.0000029006,32.0
36713.671091,1208727.0000047283,4096.0
36714.519559,360270.9999977378,32.0
36714.105566,778235.0000052247,4096.0
36714.440619,443186.9999971241,32.0
36714.693753,191382.999997586,48.0
36714.489252,395886.99999876553,32.0
36714.105566,787717.999999586,4096.0
36714.323047,570241.0000012605,32.0
36714.105566,790087.0000012219,4096.0
36714.323047,572609.0000025579,32.0
36714.60253,294505.00000530155,32.0
36714.391616,505703.9999956032,32.0
36714.759326,138060.99999783328,48.0
36714.426455,470933.9999972144,32.0
36714.105566,795590.000001539,4096.0
36714.281521,619639.0000040992,32.0
36714.105566,796576.0000006412,4096.0
36714.281521,620625.0000032014,32.0
36714.643334,259371.00000010105,48.0
36714.463389,439319.0000046161,32.0
36714.528101,375047.99999442184,32.0
36713.671091,1232859.0000033728,4096.0
36714.519559,384402.0000033197,32.0
36713.671091,1235442.0000046957,4096.0
36714.281521,625016.0000054166,32.0
36714.520657,388331.00000192644,32.0
36714.517432,392058.9999979711,32.0
36714.725469,184079.0000060224,48.0
36714.432375,477174.99999998836,32.0
36714.463624,451296.99999961304,32.0
36714.622278,293069.99999971595,48.0
36714.439689,475662.00000437675,32.0
36714.597334,323475.00000469154,48.0
36714.391395,529416.0000048578,32.0
36714.593416,328627.9999956605,32.0
36714.593006,329091.999999946,48.0
36714.592974,329126.00000418024,32.0
36714.626663,297615.9999961965,48.0
36714.473581,450700.000001234,32.0
36714.468113,458055.99999584956,32.0
36714.719734,206502.0000009099,48.0
36714.410389,515849.00000307243,32.0
36713.671091,1260509.000007005,4096.0
36714.517432,414171.9999970519,32.0
36714.51802,423061.9999943883,32.0
36714.666994,277571.99999905424,48.0
36714.477921,466647.00000110315,32.0
36713.671091,1276868.0000008317,4096.0
36714.51802,429942.9999955464,32.0
36713.671091,1280088.9999998617,4096.0
36714.51802,433163.99999457644,32.0
36714.522928,431501.9999994547,32.0
36714.696574,258671.9999962952,48.0
36714.562519,392728.9999992354,32.0
36714.426992,538164.9999981164,32.0
36714.635886,331682.0000036387,48.0
36714.57941,388160.0000022445,32.0
36713.671091,1297652.0000011078,4096.0
36714.426992,541754.9999983748,32.0
36714.566979,403058.99999657413,32.0
36713.671091,1304327.0000052871,4096.0
36714.566979,408443.00000026124,32.0
36714.299563,683252.0000025397,32.0
36713.671091,1320590.0000029942,4096.0
36714.426992,564693.0000002612,32.0
36713.671091,1321512.000002258,4096.0
36714.426992,565613.9999991865,32.0
36713.671091,1324454.000001424,4096.0
36714.51802,477528.99999613874,32.0
36713.671091,1325294.0000020317,4096.0
36714.51802,478367.9999964079,32.0
36714.688831,307821.00000214996,48.0
36714.450437,546219.0000034752,32.0
36714.296351,702749.0000036778,32.0
36714.41459,589665.9999998519,32.0
36714.671455,333404.9999975832,48.0
36714.562915,441947.9999996838,32.0
36714.510619,496409.99999974156,32.0
36714.528136,490358.0000027432,4096.0
36714.562915,455583.9999957243,32.0
36714.691305,331007.0000006817,48.0
36714.526304,496011.000002909,32.0
36713.997053,1029830.999999831,48.0
36713.997017,1029871.999999159,32.0
36714.024477,1006284.0000027791,48.0
36714.024447,1006320.999993477,32.0
36713.671091,1361392.0000061626,4096.0
36714.41459,617896.9999964465,32.0
36714.283303,749649.0000048652,32.0
36714.523222,509767.99999625655,32.0
36714.725469,307608.0000028014,48.0
36714.281521,751559.0000039083,32.0
36714.690466,345712.000002095,48.0
36714.500933,535246.9999997993,32.0
36714.528136,518948.9999975194,4096.0
36714.520657,526432.9999990878,32.0
36713.999103,1050773.9999957266,48.0
36713.999081,1050798.999996914,32.0
36714.528136,522391.9999989448,4096.0
36714.520657,529876.0000005132,32.0
36714.611432,441620.0000050594,48.0
36714.330696,722358.0000063521,32.0
36714.528136,526321.9999978901,4096.0
36714.528101,526360.9999965411,32.0
36714.528136,527147.0000006957,4096.0
36714.528101,527185.9999993467,32.0
36714.468113,587846.9999952358,32.0
36714.440619,615541.9999995502,32.0
36714.693753,362457.00000290526,48.0
36714.489252,566960.0000037462,32.0
36714.092936,964975.9999956586,48.0
36714.092891,965024.999997695,32.0
36714.391395,667529.9999988056,32.0
36714.522928,537040.0000028894,32.0
36714.528136,533466.0000007716,4096.0
36714.522928,538677.0000040997,32.0
36714.105566,959122.0000002068,4096.0
36714.510619,554095.9999998449,32.0
36714.719734,346196.9999989378,48.0
36714.410389,655545.0000014389,32.0
36714.016325,1051556.000005803,24.0
36714.759326,312023.99999892805,48.0
36714.323047,748306.0000013211,32.0
36713.671091,1400497.0000023604,4096.0
36714.410389,661202.0000029588,32.0
36713.671091,1401626.0000062175,4096.0
36714.410389,662331.9999998785,32.0
36713.989153,1084898.000000976,32.0
36713.989129,1084927.9999965802,64.0
36713.671091,1404542.0000038575,4096.0
36714.410389,665247.0000044559,32.0
36714.597334,479913.00000285264,48.0
36714.306569,770681.0000017867,32.0
36714.307588,770671.9999987399,32.0
36714.622278,456034.9999956088,48.0
36714.283494,794820.9999958635,32.0
36714.593416,485649.99999507563,32.0
36714.53465,549417.9999950575,32.0
36713.98918,1095672.0000031055,24.0
36714.727312,360309.9999963888,48.0
36714.432021,655602.9999992461,32.0
36714.424025,665155.0000024145,32.0
36714.694403,394833.9999988093,48.0
36714.520486,568752.9999995604,32.0
36714.696574,393554.9999951036,48.0
36714.562519,527612.9999983823,32.0
36714.593006,497895.0000004261,48.0
36714.592974,497931.9999984,32.0
36714.450779,640802.0000017132,32.0
36714.710979,380668.9999983064,48.0
36714.395113,696538.000003784,32.0
36714.439689,653301.9999988028,32.0
36714.072625,1020442.0000009122,32.0
36714.072603,1020467.0000020997,64.0
36714.626663,466458.9999956661,48.0
36714.473581,619543.0000007036,32.0
36714.012568,1098307.0000002044,48.0
36714.012478,1098401.000002923,32.0
36713.999669,1118425.0000005704,32.0
36713.999651,1118453.0000027735,64.0
36713.991154,1127710.9999937238,24.0
36713.990343,1128631.999999925,32.0
36713.99032,1128659.0000017895,64.0
36713.671091,1454334.000001836,4096.0
36714.432021,693407.9999991809,32.0
36714.003238,1124551.0000007926,48.0
36714.003203,1124589.9999994435,32.0
36713.671091,1457468.0000005173,4096.0
36714.432021,696540.9999975236,32.0
36714.072648,1056105.9999963618,24.0
36713.999692,1131200.000003446,24.0
36714.432375,698648.0000050506,32.0
36714.566979,568949.0000004298,32.0
36714.666994,469568.00000043586,48.0
36714.477921,658644.0000028233,32.0
36713.671091,1467249.0000011749,4096.0
36714.566979,571364.999996149,32.0
36713.97977,1160055.000000284,32.0
36713.97972,1160114.9999987683,64.0
36713.671091,1473152.000005939,4096.0
36714.566979,577267.0000005746,32.0
36714.51802,630976.0000003735,32.0
36713.910027,1239802.0000036922,32.0
36713.972697,1177142.0000004582,64.0
36714.517432,633684.0000003576,32.0
36714.035372,1115780.0000000861,32.0
36714.037222,1113932.0000002044,64.0
36714.688831,463475.00000410946,48.0
36714.450437,701870.9999974817,32.0
36714.643334,509882.9999988084,48.0
36714.463624,689595.9999965271,32.0
36713.671091,1483605.000001262,4096.0
36714.463624,691074.9999951804,32.0
36713.992946,1163111.0000016633,32.0
36713.992929,1163137.0000031893,64.0
36714.690466,470884.0000021155,48.0
36714.500933,660418.9999998198,32.0
36713.985378,1176626.0000003967,32.0
36713.985297,1176717.0000020997,64.0
36714.41459,749476.9999975688,32.0
36713.671091,1495564.0000043786,4096.0
36714.41459,752068.0000016,32.0
36714.41459,754297.9999998352,32.0
36714.528136,641072.9999988689,4096.0
36714.41459,754623.0000007199,32.0
36714.725469,444647.0000038971,48.0
36714.523222,646896.9999987166,32.0
36714.528136,644554.9999989453,4096.0
36714.566979,605715.9999982105,32.0
36713.972947,1199942.999999621,24.0
36714.426992,749119.0000000643,32.0
36713.992971,1187871.0000019055,24.0
36714.41459,766870.99999981,32.0
36714.034417,1149418.0000008782,48.0
36714.034393,1149444.9999954668,32.0
36714.450779,735614.0000047162,32.0
36714.710979,475465.9999962314,48.0
36714.395113,791334.0000013704,32.0
36714.635886,553696.0000026738,48.0
36714.57941,610174.0000012796,32.0
36713.671091,1518980.000000738,4096.0
36714.105566,1084514.0000019455,4096.0
36714.432375,758359.9999998114,32.0
36714.562915,631165.9999992116,32.0
36714.691305,502824.0000028745,48.0
36714.526304,667826.9999974873,32.0
36714.643334,551789.999997709,48.0
36714.566979,628154.9999985145,32.0
36714.26321,931932.9999998445,96.0
36714.41459,781717.9999983637,32.0
36714.566979,629444.9999986682,32.0
36713.976039,1221953.0000002123,32.0
36713.976001,1222002.9999953113,64.0
36713.663696,1534432.9999934416,4096.0
36714.426992,771141.9999977807,32.0
36714.067519,1131415.0000034715,48.0
36714.005653,1193284.0000008582,32.0
36714.489279,710952.0000012708,4096.0
36714.566979,633255.9999937075,32.0
36713.976074,1225779.0000003297,24.0
36714.240097,962881.9999998086,48.0
36714.24007,962914.0000033658,32.0
36714.489279,714228.999997431,4096.0
36714.566979,636531.9999968051,32.0
36713.663696,1541349.999999511,4096.0
36714.426992,778057.9999962356,32.0
36714.120079,1085854.9999975367,48.0
36714.005421,1200516.9999974896,32.0
36714.200268,1007622.9999976931,48.0
36714.200245,1007648.9999992191,32.0
36714.440619,767398.999996658,32.0
36714.635886,572759.0000024065,48.0
36714.57941,629238.0000013509,32.0
36714.105566,1103344.000002835,4096.0
36714.528136,680782.9999961541,4096.0
36714.440619,768794.9999963166,32.0
36714.519559,692123.0000007199,32.0
36714.611432,600297.0000045025,48.0
36714.520657,691074.0000021178,32.0
36714.056414,1155482.000001939,32.0
36714.056393,1155514.9999985588,64.0
36714.693753,519239.00000110734,48.0
36714.489252,723744.0000026254,32.0
36714.510619,703423.9999993588,32.0
36714.562519,651791.0000038682,32.0
36714.593006,621353.9999953355,48.0
36714.592974,621387.9999995697,32.0
36714.635886,579033.0000018002,48.0
36714.57941,635518.0000027758,32.0
36714.26321,951728.0000000028,96.0
36713.671091,1544213.0000010366,4096.0
36714.432375,782938.0000039237,32.0
36714.57941,636115.0000011548,32.0
36714.597334,620165.0000002701,48.0
36714.410389,807112.0000022347,32.0
36714.170093,1048026.9999970915,48.0
36714.167087,1051034.999996773,32.0
36714.157454,1061414.9999964866,32.0
36714.157424,1061453.000002075,64.0
36713.671091,1548374.000005424,4096.0
36714.410389,809080.0000063609,32.0
36713.979882,1239916.999998968,24.0
36714.219424,1002474.9999938649,48.0
36714.041019,1180884.0000012424,32.0
36714.056439,1168405.9999970486,24.0
36714.725469,500598.0000059935,48.0
36714.523222,702846.9999931986,32.0
36714.528136,698068.9999982133,4096.0
36714.105566,1120647.0000033733,4096.0
36714.410389,816514.0000055544,32.0
36714.027253,1201609.0000033728,32.0
36714.027236,1201635.9999979613,64.0
36714.439689,790916.9999984442,32.0
36714.626663,603991.9999966514,48.0
36714.473581,757076.000001689,32.0
36714.424025,808184.0000013472,32.0
36714.725469,506803.00000385614,48.0
36714.523222,709057.9999930924,32.0
36714.26321,969079.0000022389,96.0
36714.523222,709896.9999933615,32.0
36714.087431,1145728.000003146,32.0
36714.087403,1145759.9999994272,64.0
36714.135288,1097885.0000028615,32.0
36714.048334,1184841.0000020522,48.0
36713.663696,1571501.9999988726,4096.0
36714.523222,711980.9999931022,32.0
36713.98541,1252591.9999970938,24.0
36714.185709,1052395.9999991348,32.0
36714.207432,1030675.9999948554,64.0
36714.157488,1081394.0000007278,24.0
36715.238984,213.99999968707561,136.0
36714.105566,1133687.0000013732,4096.0
36713.671091,1568170.0000059209,4096.0
36714.424025,815803.9999980247,32.0
36714.027273,1214610.0000027218,24.0
36714.725469,517455.00000106404,48.0
36714.523222,719710.9999979148,32.0
36714.26321,979731.9999997853,96.0
36714.523222,720483.9999976684,32.0
36714.694403,549535.9999986249,48.0
36714.520486,723454.999999376,32.0
36714.528136,717017.0000026701,4096.0
36714.520486,724669.9999959674,32.0
36714.136498,1110207.999998238,24.0
36714.193227,1053546.9999958877,32.0
36714.193206,1053570.9999967366,64.0
36713.99037,1257663.0000039586,24.0
36714.026062,1223860.0000055158,32.0
36714.026017,1223915.0000023074,64.0
36714.51802,732564.9999984307,32.0
36714.690466,560179.0000000619,48.0
36714.500933,749713.9999977662,32.0
36714.528136,724353.9999981294,4096.0
36714.520486,732007.9999990412,32.0
36713.671091,1581565.0000004098,4096.0
36714.105566,1147098.0000012787,4096.0
36714.523222,729955.9999955818,32.0
36714.391395,862074.0000042133,32.0
36714.622278,631264.9999963469,48.0
36714.522928,730617.0000010752,32.0
36714.205587,1048148.0000016745,32.0
36714.0973,1158617.0000009588,32.0
36714.09727,1158655.9999996098,64.0
36714.694403,562655.0000015413,48.0
36714.520486,736578.9999967092,32.0
36714.26321,993864.0000036685,96.0
36714.087464,1172309.0000014054,24.0
36714.463624,796277.999994345,32.0
36714.001519,1259290.0000017835,32.0
36714.07022,1190595.0000000303,64.0
36714.463624,798023.9999960759,32.0
36713.996289,1267854.9999982351,32.0
36713.996268,1267880.999999761,64.0
36714.089912,1174911.999994947,32.0
36714.121153,1143680.0000010408,64.0
36713.99632,1269626.0000011534,24.0
36714.193284,1072674.0000027348,24.0
36714.161886,1104110.0000002189,32.0
36714.161857,1104141.0000034375,64.0
36714.105566,1162917.000001471,4096.0
36713.671091,1597402.0000066957,4096.0
36714.523222,745745.9999932325,32.0
36714.044951,1225860.9999989858,32.0
36714.055034,1215788.0000013392,64.0
36714.105566,1166107.0000045584,4096.0
36714.523222,748454.9999935552,32.0
36714.666994,607307.9999987385,48.0
36714.477921,796383.0000007874,32.0
36714.694403,581124.9999969732,48.0
36714.520486,755052.0000004326,32.0
36714.26321,1012338.0000004545,96.0
36714.517432,758581.0000018682,32.0
36714.517432,759089.99999956,32.0
36713.671091,1608763.000003819,4096.0
36714.528136,751728.9999959758,4096.0
36714.520486,759945.9999983083,32.0
36714.026096,1255838.9999976498,24.0
36714.694403,588853.0000011087,48.0
36714.517432,765832.9999976559,32.0
36714.26321,1020065.0000042515,96.0
36714.688831,596892.0000013895,48.0
36714.450437,835289.0000023763,32.0
36714.105566,1181260.0000048405,4096.0
36714.523222,763628.9999936707,32.0
36713.671091,1616182.0000052103,4096.0
36714.463624,823654.9999928684,32.0
36714.523222,764157.9999981332,32.0
36714.037281,1251485.0000006845,24.0
36714.282452,1006369.0000024508,48.0
36714.282432,1006392.0000029611,32.0
36714.450779,839270.000004035,32.0
36714.710979,579130.999998597,48.0
36714.395113,894999.000003736,32.0
36714.562519,728491.000001668,32.0
36714.593006,698073.9999999059,48.0
36714.592974,698108.0000041402,32.0
36714.105566,1188585.0000035134,4096.0
36714.528136,766026.9999978482,4096.0
36714.463624,830947.99999526,32.0
36714.688831,611030.0000000279,48.0
36714.523222,776652.9999935301,32.0
36714.26321,1036676.0000033537,96.0
36714.523222,777356.9999990286,32.0
36713.671091,1632056.0000021942,4096.0
36714.523222,779927.9999962891,32.0
36714.055104,1250819.0000007744,24.0
36714.313793,992181.0000014375,48.0
36714.310118,995859.0000023833,32.0
36714.528136,779311.9999987539,4096.0
36714.105566,1201894.000005268,4096.0
36714.450437,857608.9999987744,32.0
36714.688831,620971.0000039195,48.0
36714.463624,846188.9999962295,32.0
36714.26321,1046614.0000062296,96.0
36714.463624,847316.9999997481,32.0
36714.252439,1058681.999995315,32.0
36714.25241,1058718.0000002263,64.0
36714.562915,749207.0000007516,32.0
36714.691305,622022.0000031986,48.0
36714.526304,787025.9999981499,32.0
36713.663696,1650971.999995818,4096.0
36714.526304,788369.0000016941,32.0
36714.070301,1245435.9999974258,24.0
36714.289421,1026424.9999963795,32.0
36714.289388,1026461.0000012908,64.0
36713.671091,1645779.0000058594,4096.0
36714.523222,793652.9999933555,32.0
36714.391395,925858.0000023358,32.0
36714.25247,1065318.0000008433,24.0
36714.51802,799868.999994942,32.0
36714.622278,695618.9999982598,48.0
36714.522928,794971.0000029881,32.0
36714.105566,1214294.0000048839,4096.0
36714.528136,791736.9999995572,4096.0
36714.523222,797072.9999942705,32.0
36714.691305,632493.9999976777,48.0
36714.391395,932416.0000032862,32.0
36714.26321,1060612.0000011288,96.0
36714.391395,933086.0000045504,32.0
36714.690466,634733.9999992982,48.0
36714.500933,824269.9999973411,32.0
36714.528136,799937.9999964731,4096.0
36714.105566,1222516.000001633,4096.0
36714.526304,802247.9999999632,32.0
36714.528136,801145.9999979706,4096.0
36714.526304,802982.0000010659,32.0
36714.097333,1232571.000000462,24.0
36714.289448,1041417.9999934277,24.0
36714.424025,908084.0000024182,32.0
36714.691305,642572.9999973555,48.0
36714.523222,810666.9999979204,32.0
36714.26321,1070690.000000468,96.0
36714.523222,811227.999998664,32.0
36713.671091,1664230.000002135,4096.0
36714.523222,812103.9999969071,32.0
36714.378998,958822.0000005094,48.0
36714.247748,1090077.000000747,32.0
36714.450779,887748.000001011,32.0
36714.710979,627571.999997599,48.0
36714.395113,943440.0000027381,32.0
36714.105535,1233246.9999964815,32.0
36714.105566,1233326.000001398,4096.0
36714.528136,810761.0000006389,4096.0
36714.450779,888554.0000046603,32.0
36714.191237,1148580.0000009476,32.0
36714.191204,1148625.9999946924,64.0
36714.710979,629606.9999953033,48.0
36714.395113,945483.0000031507,32.0
36714.26321,1077396.00000059,96.0
36714.229621,1111302.0000047982,32.0
36714.338497,1002433.0000014743,64.0
36714.666994,674235.9999989276,48.0
36714.477921,863313.0000016536,32.0
36714.395113,946265.9999990137,32.0
36713.671091,1671498.0000033393,4096.0
36714.450779,891814.0000023413,32.0
36714.028349,1314509.0000034543,32.0
36714.210561,1132303.9999988396,64.0
36714.161933,1184945.9999939427,24.0
36714.562519,784565.0000017486,32.0
36714.528136,819744.0000003553,4096.0
36714.105566,1242322.9999985779,4096.0
36714.450779,897558.00000421,32.0
36714.710979,637805.9999988182,48.0
36714.562519,786276.9999992452,32.0
36714.26321,1085595.0000041048,96.0
36714.562519,786914.0000038897,32.0
36714.105566,1244956.0000022757,4096.0
36714.528136,822396.9999962719,4096.0
36714.450779,900294.9999994598,32.0
36714.593006,758470.9999937331,48.0
36714.592974,758505.9999983059,32.0
36714.19994,1152845.000004163,32.0
36714.1913,1162499.9999985448,24.0
36714.710979,645825.9999999427,48.0
36714.562519,794297.0000003697,32.0
36714.26321,1093616.000005568,96.0
36714.562519,794918.9999999362,32.0
36714.528136,831751.9999982323,4096.0
36714.105566,1254331.0000037309,4096.0
36714.523222,837014.9999973364,32.0
36714.710979,649684.9999966798,48.0
36714.562519,798155.0000040443,32.0
36714.26321,1097473.000001628,96.0
36714.105566,1256069.0000027535,4096.0
36714.562519,799121.0000036517,32.0
36714.166455,1196339.000001899,32.0
36714.562519,800910.9999984503,32.0
36714.255268,1109597.0000023954,32.0
36714.255244,1109633.0000000307,64.0
36714.51802,847270.9999987273,32.0
36714.622278,743582.9999958514,48.0
36714.522928,842935.0000005797,32.0
36714.105566,1261303.9999996545,4096.0
36714.528136,838746.0000012652,4096.0
36714.523222,844030.9999932651,32.0
36714.710979,656340.999994427,48.0
36714.562519,804809.0000011143,32.0
36714.26321,1104128.999999375,96.0
36714.042123,1326752.0000008517,32.0
36714.51802,851245.9999983548,32.0
36714.444926,925943.0000020075,48.0
36714.4449,925972.9999976116,32.0
36714.528136,847455.0000028103,4096.0
36714.4449,930695.9999958053,32.0
36714.391395,985533.9999994612,32.0
36714.690466,687190.9999972559,48.0
36714.500933,876726.9999952987,32.0
36714.528136,854100.999997172,4096.0
36714.391395,990846.0000006016,32.0
36714.622278,760376.999998698,48.0
36714.522928,859730.0000037649,32.0
36714.245214,1140656.9999962812,32.0
36714.380105,1005771.0000037332,64.0
36714.690466,695980.9999971185,48.0
36714.500933,885516.9999951613,32.0
36714.519088,867844.000000332,48.0
36714.519062,867873.0000028736,32.0
36714.450779,936306.0000032419,32.0
36714.236075,1151692.9999997956,32.0
36714.593006,795068.9999997849,48.0
36714.592974,795104.0000043577,32.0
36714.45279,936116.9999974663,32.0
36714.460194,928720.0000035227,64.0
36714.528136,863445.0000026845,4096.0
36714.45279,938794.9999945704,32.0
36714.073321,1318776.9999931334,32.0
36714.277901,1114207.9999990528,64.0
36714.45279,940072.9999979376,32.0
36714.395113,997813.00000177,32.0
36714.528136,865141.0000020405,4096.0
36714.105566,1287718.9999999246,4096.0
36714.45279,940906.9999965141,32.0
36714.666994,727499.0000005346,48.0
36714.477921,916575.000002922,32.0
36714.460253,934517.000001506,24.0
36714.690466,705525.9999979171,48.0
36714.395113,1000890.0000029826,32.0
36714.26321,1132805.000001099,96.0
36714.042407,1354377.999996359,32.0
36714.460253,940333.9999989839,24.0
36714.105566,1296773.0000018491,4096.0
36714.528136,874216.999996861,4096.0
36714.45279,950042.9999970947,32.0
36714.322313,1080614.0000058804,32.0
36714.32228,1080649.9999962398,64.0
36714.690466,712534.999998752,48.0
36714.460253,942756.0000040103,24.0
36714.26321,1139807.9999999027,96.0
36714.322355,1083561.9999998016,24.0
36714.528136,884298.9999975543,4096.0
36714.460253,952188.0000029341,24.0
36714.450779,962682.9999979236,32.0
36714.593006,820725.9999981034,48.0
36714.592974,820760.0000023376,32.0
36714.528136,896792.9999998887,4096.0
36714.460253,964683.000005607,24.0
36714.395113,1031081.0000009951,32.0
36714.666994,759267.0000012731,48.0
36714.477921,948343.0000036606,32.0
36714.528136,904494.0000021597,4096.0
36714.460253,972383.0000002636,24.0
36714.450779,983432.0000009029,32.0
36714.593006,841817.0000004466,48.0
36714.592974,841851.9999977434,32.0
36714.528136,915592.999997898,4096.0
36714.460253,983481.0000029393,24.0
36714.395113,1050992.0000040438,32.0
36714.666994,781137.9999984638,48.0
36714.477921,970219.0000025439,32.0
36714.528136,926052.0000025281,4096.0
36714.460253,993948.0000030017,24.0
36714.450779,1004269.0000045695,32.0
36714.593006,862133.9999954216,48.0
36714.592974,862168.9999999944,32.0
36714.528136,940397.9999988223,4096.0
36714.460253,1008286.0000038636,24.0
36714.395113,1073819.999997795,32.0
36714.666994,802386.0000030254,48.0
36714.477921,991462.0000054128,32.0
36714.528136,944158.9999987627,4096.0
36714.460253,1012047.000003804,24.0
36714.547734,927077.0000002813,48.0
36714.547709,927106.0000028228,32.0
36714.450779,1024261.9999989984,32.0
36714.593006,884416.0000007832,48.0
36714.592974,884450.9999980801,32.0
36714.390009,1089873.9999975078,32.0
36714.509243,970651.9999963348,64.0
36714.39029,1093519.9999948964,32.0
36714.39029,1097062.9999937955,32.0
36714.243722,1244124.9999974389,32.0
36714.386551,1101299.9999948079,64.0
36714.528136,960130.9999998193,4096.0
36714.105566,1382712.9999990575,4096.0
36714.390009,1098741.9999946724,32.0
36715.488391,509.99999803025275,45.0
36714.39029,1098619.9999970268,32.0
36714.26321,1225710.9999991371,96.0
36714.105566,1384959.0000027092,4096.0
36714.39029,1100239.9999997579,32.0
36714.386892,1103878.9999947767,24.0
36714.395113,1096345.999998448,32.0
36714.666994,824532.9999990645,48.0
36714.477921,1013609.0000014519,32.0
36714.105566,1399294.0000025555,4096.0
36714.386892,1117974.000000686,24.0
36714.395113,1110366.000000795,32.0
36714.666994,838552.0000010729,48.0
36714.477921,1027627.0000031218,32.0
36714.105566,1417887.0000032475,4096.0
36714.386892,1136566.0000010394,24.0
36714.395113,1128971.9999986119,32.0
36714.666994,857410.0000041653,48.0
36714.477921,1046485.9999992768,32.0
36714.395113,1130118.000000948,32.0
36714.666994,859567.9999998538,48.0
36714.477921,1048643.0000019027,32.0
36714.620096,908859.0000028489,48.0
36714.46305,1065910.0000048056,32.0
36714.552971,977530.0000037532,32.0
36714.560284,970223.000003898,64.0
36714.444565,1086162.9999999423,32.0
36714.44453,1086203.9999992703,64.0
36714.46305,1067791.000001307,32.0
36714.105566,1425326.0000041337,4096.0
36714.528136,1002759.9999957602,4096.0
36714.444565,1086810.0000006962,32.0
36714.620096,911315.9999978961,48.0
36714.46305,1068365.9999995143,32.0
36714.26321,1268214.0000033542,96.0
36714.560344,971644.0000047442,24.0
36714.444605,1090150.0000036322,24.0
36713.669702,1867790.000003879,28.0
36713.663395,1894204.999996873,16.0
