Kmalloc Time (s),Latency (µs),Bytes
45675.75432,265442.0000035316,504.0
45676.019558,304.0000010514632,48.0
45676.019547,316.9999981764704,32.0
45675.754048,267785.99999670405,840.0
45676.011873,15199.999994365498,48.0
45676.01186,15217.000000120606,32.0
45676.00896,19717.000002856366,2048.0
45675.75517,275342.0000008191,4096.0
45676.00896,23720.99999774946,2048.0
45675.947551,93131.00000144914,11.0
45675.947551,94120.00000156695,11.0
45675.947551,94327.99999922281,11.0
45675.754048,291485.9999946202,840.0
45675.947551,112052.00000404147,11.0
45675.947551,115178.00000001444,11.0
45675.947551,115410.00000579515,11.0
45675.947551,125144.0000050934,11.0
45675.947551,125436.00000208244,11.0
45675.754048,324443.99999803863,840.0
45675.75517,324494.0000004135,4096.0
45675.75517,324851.00000485545,4096.0
45676.079969,57.000004744622856,32.0
45675.75517,325406.0000035679,4096.0
45676.079969,610.0000027799979,32.0
45676.021775,69151.99999639299,32.0
45676.019558,71446.0000017425,48.0
45676.021519,69486.00000032457,32.0
45675.75517,337542.0000011218,4096.0
45676.092655,60.999998822808266,32.0
45675.75517,338879.0000026347,4096.0
45675.75517,340556.0000028345,4096.0
45675.743519,353106.99999536155,32.0
45676.028884,67797.00000333833,48.0
45675.747295,349388.0000023637,24.0
45676.00896,90600.00000317814,2048.0
45675.947551,155042.0000057784,11.0
45675.947551,155340.00000479864,11.0
45675.966796,136882.99999921583,112.0
45675.75517,350802.00000084005,4096.0
45676.10592,55.999997130129486,32.0
45676.037686,68878.99999856018,32.0
45676.0375,69266.99999894481,48.0
45676.037469,69300.99999590311,32.0
45675.75517,354325.0000002445,4096.0
45676.10943,69.00000153109431,32.0
45676.024651,85168.99999813177,32.0
45676.02445,85418.00000239164,48.0
45676.024434,85436.00000120932,32.0
45676.00896,103170.00000213739,2048.0
45676.033203,91922.99999995157,32.0
45675.75432,371207.99999684095,504.0
45676.03296,92594.00000155438,48.0
45676.01186,113695.00000000698,32.0
45675.75517,377495.0000006356,4096.0
45676.132609,59.99999848427251,32.0
45675.747499,385564.00000379654,24.0
45676.014178,118950.00000367872,48.0
45676.014165,118965.0000014808,32.0
45675.75517,381738.0000036792,4096.0
45676.136862,50.000002374872565,32.0
45675.947551,191369.00000012247,11.0
45675.947551,191612.00000235112,11.0
45676.00896,131777.00000233017,2048.0
45675.75432,386775.9999993723,504.0
45676.140889,249.9999973224476,48.0
45676.136862,4279.000000678934,32.0
45675.75517,393688.00000374904,4096.0
45675.75517,401885.0000065868,4096.0
45676.157004,54.99999679159373,32.0
45676.00896,148720.99999774946,2048.0
45676.015987,145395.9999998915,32.0
45675.75432,407575.99999778904,504.0
45676.015725,146202.0000035409,48.0
45676.015713,146216.00000100443,32.0
45675.75517,408874.000000651,4096.0
45675.747295,417624.0000015241,24.0
45675.75517,412800.0000055181,4096.0
45676.165822,2156.9999953499064,32.0
45675.75517,418353.0000009341,4096.0
45676.165822,7704.9999963492155,32.0
45675.75517,420860.0000056322,4096.0
45676.175989,44.99999340623617,32.0
45676.00896,175407.00000245124,2048.0
45676.099911,86148.00000214018,32.0
45675.75517,431490.00000266824,4096.0
45676.099911,86753.0000032275,32.0
45675.75517,435270.00000176486,4096.0
45676.099911,90533.00000232412,32.0
45676.042489,148279.00000091176,32.0
45676.042124,148696.99999690056,48.0
45676.042106,148715.99999605678,32.0
45675.754048,438968.99999526795,840.0
45676.125967,68487.99999715993,32.0
45676.117637,83800.0000003376,32.0
45675.75432,461715.99999797763,504.0
45676.117439,98632.00000108918,48.0
45676.117421,98652.00000058394,32.0
45676.158081,58793.9999968512,32.0
45675.947551,273246.000004292,11.0
45675.75432,471710.9999983222,504.0
45676.125637,100427.00000485638,48.0
45676.12561,100456.000000122,32.0
45675.75432,477661.99999750825,504.0
45676.096738,135277.00000122422,48.0
45676.021775,210241.00000067847,32.0
45675.75432,485150.00000043074,504.0
45676.099708,139794.9999955017,48.0
45675.743519,495985.9999944456,32.0
45675.754048,490730.9999980498,840.0
45675.75517,492410.0000062026,4096.0
45676.242077,5509.999995410908,32.0
45675.947551,301045.0000001583,11.0
45675.75517,507922.00000432786,4096.0
45676.263038,58.00000508315861,32.0
45675.75517,514370.0000044191,4096.0
45676.269474,70.00000186963007,32.0
45675.75432,517020.99999965867,504.0
45675.75517,516284.00000481633,4096.0
45676.239193,32267.000002320856,32.0
45675.75517,518473.0000037234,4096.0
45676.239193,34453.00000021234,32.0
45676.17403,103450.99999540253,32.0
45676.125967,152747.00000009034,32.0
45675.75517,530880.000005709,4096.0
45676.125967,160086.99999656528,32.0
45676.162165,124306.99999822536,32.0
45675.75432,532980.9999966528,504.0
45675.75517,532723.000003898,4096.0
45676.162165,125731.00000008708,32.0
45676.107029,181434.9999986007,32.0
45676.106834,181694.9999993085,48.0
45676.10592,182610.99999654107,32.0
45676.23975,49940.99999748869,32.0
45676.157838,132492.9999973392,48.0
45676.157004,133329.9999969313,32.0
45675.75517,539265.9999997704,4096.0
45676.125967,168477.99999959534,32.0
45675.75517,543402.0000029705,4096.0
45676.161991,137438.9999982668,48.0
45676.161979,137454.00000334485,32.0
45676.263038,40182.00000427896,32.0
45675.754048,550521.9999977271,840.0
45676.260354,44543.000003614,32.0
45675.746013,572542.9999947664,96.0
45675.75432,567755.9999967343,504.0
45676.099708,222400.99999908125,48.0
45676.239565,82545.99999781931,32.0
45675.75517,571401.0000010603,4096.0
45676.269474,57118.9999973285,32.0
45676.12986,197095.99999623606,32.0
45676.129594,197418.00000338117,48.0
45676.12956,197453.000000678,32.0
45675.75517,574777.0000016317,4096.0
45676.269474,60476.99999908218,32.0
45675.75517,583521.0000004736,4096.0
45676.33863,65.00000017695129,32.0
45676.110093,228919.99999410473,32.0
45675.75432,585225.0000025379,504.0
45676.109929,229643.999999098,48.0
45676.10943,230144.00000101887,32.0
45676.173816,166710.99999803118,48.0
45676.165822,174707.9999986454,32.0
45675.75432,590963.0000023753,504.0
45675.939731,426196.0000003455,4096.0
45675.754048,614820.9999955725,840.0
45676.263038,105899.00000195485,32.0
45675.939731,432435.0000024424,4096.0
45676.3721,70.00000186963007,32.0
45675.754048,618820.9999963874,840.0
45675.75432,619731.9999992033,504.0
45676.259992,114092.00000343844,48.0
45676.242077,132009.00000083493,32.0
45676.117439,257024.99999897555,48.0
45676.117421,257045.99999880884,32.0
45675.939731,439029.0000010282,4096.0
45676.378673,94.0000027185306,32.0
45675.939731,440956.99999888893,4096.0
45676.378673,2018.9999995636754,32.0
45676.23975,141202.9999992228,32.0
45675.75432,627282.0000012871,504.0
45676.096738,284896.9999977271,48.0
45676.117637,263999.9999955762,32.0
45675.939731,444814.00000222493,4096.0
45676.378673,5876.000002899673,32.0
45676.00896,379112.0000023511,2048.0
45675.939731,463773.0000031297,4096.0
45676.403453,55.000004067551345,32.0
45675.947551,457040.0000011432,11.0
45676.10943,297436.00000074366,32.0
45676.369691,40739.99999673106,32.0
45676.39994,19353.99999638321,32.0
45675.75517,668492.0000043348,4096.0
45676.360144,63527.99999876879,32.0
45676.133699,290354.00000429945,32.0
45676.133189,290923.00000047544,48.0
45676.132609,291504.00000071386,32.0
45675.947551,480565.0000052992,11.0
45675.75432,677911.9999991963,504.0
45676.173816,258464.99999897787,48.0
45676.165822,266460.99999925354,32.0
45676.00896,423623.00000240793,2048.0
45676.3721,64732.99999925075,32.0
45675.754048,683579.9999971641,840.0
45675.75432,685718.0000006338,504.0
45676.157838,282230.00000434695,48.0
45676.157004,283065.99999632454,32.0
45675.947551,493017.00000069104,11.0
45675.947551,493355.99999903934,11.0
45675.75432,695876.9999982906,504.0
45676.305581,144647.00000098674,48.0
45676.260354,189876.00000400562,32.0
45675.75517,701647.0000016852,4096.0
45676.260354,196467.0000015758,32.0
45676.125967,331139.0000017127,32.0
45675.75432,703427.0000003744,504.0
45676.161991,295826.0000013979,48.0
45676.161979,295839.0000057989,32.0
45676.23975,227689.9999997113,32.0
45675.75517,719458.0000068527,4096.0
45676.369691,104940.99999777973,32.0
45675.947551,527482.0000049658,11.0
45675.75517,724986.0000010813,4096.0
45676.10943,370731.0000027064,32.0
45676.107029,373975.0000022468,32.0
45675.75517,729810.0000043632,4096.0
45676.403453,81530.00000311295,32.0
45675.75517,732510.0000016391,4096.0
45676.487628,55.999997130129486,32.0
45675.75517,736042.0000040904,4096.0
45675.743519,747695.9999985411,32.0
45675.75432,741069.0000033355,504.0
45675.947551,548459.0000050957,11.0
45675.75432,745626.9999966025,504.0
45676.369441,130549.99999440042,48.0
45676.263038,236955.00000030734,32.0
45675.75517,747884.0000039781,4096.0
45675.747499,755559.0000047232,24.0
45675.75432,755672.9999996605,504.0
45676.117439,392803.99999552174,48.0
45676.117421,392825.99999569356,32.0
45675.754048,757061.9999969495,840.0
45675.75517,757855.0000034738,4096.0
45676.117421,395607.9999989015,32.0
45676.33863,174936.00000307197,32.0
45675.754048,759698.9999947255,840.0
45675.75432,760055.9999991674,504.0
45675.947551,580953.0000042287,11.0
45676.106834,425157.0000051288,48.0
45676.10592,426073.99999542395,32.0
45675.75432,778489.9999969639,504.0
45676.096738,436104.00000034133,48.0
45676.117637,415206.99999819044,32.0
45675.75517,782402.0000043674,4096.0
45676.117421,420154.9999997951,32.0
45676.109929,427804.99999935273,48.0
45676.110093,427643.9999957802,32.0
45676.369691,171193.00000194926,32.0
45675.754048,787539.9999975343,840.0
45675.75432,788470.9999998449,504.0
45676.259992,282827.000002726,48.0
45676.242077,300744.00000012247,32.0
45675.75517,790635.0000048405,4096.0
45676.021775,524034.00000184774,32.0
45676.488115,74950.0000019907,32.0
45676.10943,464146.00000571227,32.0
45675.75517,821761.0000065179,4096.0
45676.01186,565081.0000006459,32.0
45675.75517,826788.000005763,4096.0
45675.747295,836482.9999991343,24.0
45675.754048,833837.99999865,840.0
45675.947551,641187.0000010822,11.0
45676.33863,251649.99999833526,32.0
45675.75517,835332.0000023814,4096.0
45675.747295,843210.9999994282,24.0
45676.191059,399806.0000012629,32.0
45676.190887,400036.0000063665,48.0
45676.099911,491013.999999268,32.0
45675.75517,844836.000003852,4096.0
45676.191059,408952.0000052289,32.0
45676.014165,587743.9999967464,32.0
45676.165822,437458.0000003334,32.0
45676.263038,343011.0000044806,32.0
45675.75517,852642.0000052894,4096.0
45676.191059,416757.0000063279,32.0
45676.12986,478475.99999658996,32.0
45676.129594,478800.00000441214,48.0
45676.12956,478836.0000020475,32.0
45675.75517,858465.0000047986,4096.0
45676.369691,245690.00000337837,32.0
45675.75432,867763.0000020145,504.0
45676.157838,464274.9999984517,48.0
45676.157004,465110.9999977052,32.0
45675.75432,876505.0000001793,504.0
45676.487872,142983.00000518793,48.0
45676.487628,143228.99999388028,32.0
45675.75517,878853.0000019819,4096.0
45676.191059,442968.0000030203,32.0
45675.754048,881635.9999982524,840.0
45675.754048,881884.9999952363,840.0
45675.754048,881907.9999957466,840.0
45675.754048,881926.9999949029,840.0
45675.754048,881941.9999999809,840.0
45675.754048,881955.9999974445,840.0
45675.754048,886603.9999993518,840.0
45675.754048,886752.9999988619,840.0
45676.00896,633968.0000019143,2048.0
45675.754048,889926.9999965327,840.0
45675.754048,890494.9999996461,840.0
45675.754048,892753.0000000843,840.0
45675.754048,893078.9999940316,840.0
45675.754048,893401.9999942393,840.0
45675.754048,893659.99999427,840.0
45675.754048,893871.0000002175,840.0
45675.754048,894153.9999941597,840.0
45675.754048,894394.9999957113,840.0
45675.754048,894610.9999960754,840.0
45675.754048,894865.9999950905,840.0
45675.754048,895033.0000006943,840.0
45675.754048,895089.999998163,840.0
45675.754048,895217.9999978398,840.0
45675.754048,895252.9999951366,840.0
45675.754048,895378.9999941364,840.0
45675.754048,895406.9999963394,840.0
45675.754048,895442.0000009122,840.0
45675.754048,896538.0000008736,840.0
45675.75432,901798.9999993006,504.0
45676.369441,286755.0000009942,48.0
45675.743519,912679.9999939976,32.0
45675.75432,904656.9999991334,504.0
45676.481512,177503.99999931687,48.0
45676.107029,551988.999999594,32.0
45675.75432,908293.0000004126,504.0
45676.553501,109145.99999523489,48.0
45676.015987,646662.9999995348,32.0
45675.75517,910658.0000006943,4096.0
